1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice,YearBuilt_Group
1372.0,1274.0,3.0,Gd,987.0,GLQ,360.0,236.7873790996788,RFn,1993.0,8.079875372907878,Gd,9900.0,90.0,256.0,60.0,7,277.72619793980016,1993,1993,260000.0,Modern
1472.0,0.0,3.0,Av,1036.0,GLQ,336.0,216.5981314336942,Unf,1980.0,7.464712297746642,TA,14115.0,69.0,225.0,48.0,7,281.5450444384456,1980,1980,187500.0,Modern
1249.0,1347.0,4.0,Av,0.0,Unf,1249.0,289.5745876588743,RFn,2006.0,8.059827471305217,Gd,16259.0,111.0,370.0,154.0,9,262.57380140160865,2006,2006,342643.0,Recent
1136.0,1332.0,4.0,Av,970.0,GLQ,166.0,298.51956089624406,Unf,2004.0,8.006702805725345,Gd,12099.0,99.0,388.0,154.0,8,244.71170793524772,2004,2004,354000.0,Recent
1553.0,1177.0,4.0,Gd,28.0,LwQ,0.0,212.99080686304876,Unf,1987.0,8.112723229939672,Gd,10380.0,86.0,172.0,96.0,7,301.12072370287547,1986,1987,301000.0,Modern
1163.0,0.0,3.0,No,256.0,ALQ,906.0,97.11138517827446,Unf,1955.0,7.218187169469926,TA,5820.0,49.0,0.0,98.0,3,248.86101745314562,1955,2005,126175.0,Modern
1898.0,1080.0,5.0,No,0.0,Unf,710.0,209.36929347721832,Fin,1961.0,8.204146071804578,Gd,11275.0,96.0,300.0,0.0,7,172.52793894103547,1967,2007,242000.0,Modern
803.0,0.0,2.0,Av,116.0,BLQ,604.0,145.20043925220284,Unf,1941.0,6.831378686190997,TA,5000.0,50.0,0.0,0.0,5,174.33339376570606,1941,1950,87000.0,Old
1719.0,0.0,1.0,Gd,1619.0,GLQ,100.0,181.40387608871293,Fin,1993.0,7.627213028559778,Gd,10846.0,32.0,0.0,30.0,8,332.8463520279288,1993,1993,324000.0,Modern
1383.0,0.0,3.0,No,565.0,Rec,818.0,122.3925863432815,Unf,1960.0,7.399422939204437,TA,11600.0,80.0,175.0,45.0,6,283.21958950145034,1960,1960,145250.0,Modern
1445.0,689.0,5.0,No,0.0,Unf,844.0,171.33565370589957,Unf,1930.0,7.854022412556715,Gd,11888.0,69.0,0.0,60.0,6,196.21303898733456,1916,1994,214500.0,Old
596.0,596.0,3.0,Mn,0.0,Unf,596.0,85.7631171136582,Unf,1920.0,7.243939749736793,TA,6402.0,60.0,0.0,0.0,5,151.44582849392572,1920,1950,78000.0,Old
1728.0,0.0,6.0,No,40.0,GLQ,1424.0,142.56230808809255,Unf,2002.0,7.632686177397187,TA,10624.0,69.0,84.0,0.0,5,334.13882371220024,1964,1964,119000.0,Modern
1056.0,0.0,3.0,No,846.0,Rec,210.0,127.84165049337814,RFn,1958.0,7.117310838926907,TA,8176.0,70.0,0.0,0.0,5,231.78592339868544,1958,1992,139000.0,Modern
1629.0,0.0,3.0,No,1124.0,GLQ,1603.0,300.74606124766837,Unf,2003.0,7.570860166475113,Gd,10655.0,85.0,296.0,0.0,8,528.4562907136536,2003,2004,284000.0,Recent
1358.0,0.0,2.0,Av,720.0,GLQ,638.0,184.8348505375304,RFn,2004.0,7.38033098330251,Gd,8198.0,59.0,146.0,30.0,7,279.408742721247,2004,2004,207000.0,Recent
943.0,0.0,3.0,Gd,828.0,GLQ,115.0,181.09122867557275,Fin,1998.0,7.576632915344275,TA,9042.0,59.0,0.0,38.0,6,213.0832874947357,1998,1998,192000.0,Modern
1619.0,167.0,3.0,Gd,1249.0,Unf,103.0,198.7220640336378,Fin,1965.0,7.667292310455854,TA,164660.0,69.0,0.0,0.0,5,300.6740818234746,1965,1965,228950.0,Modern
1922.0,0.0,3.0,Gd,1249.0,GLQ,673.0,242.64879526410587,Fin,2005.0,7.744245585707989,Gd,14157.0,86.0,200.0,51.0,9,361.59117427448393,2005,2006,377426.0,Recent
1536.0,0.0,3.0,Av,810.0,GLQ,726.0,199.6397720242384,RFn,2002.0,7.509280909760026,Gd,9135.0,70.0,113.0,74.0,7,306.1665836135665,2002,2003,214000.0,Recent
1621.0,0.0,3.0,Mn,213.0,ALQ,995.0,171.01884976582272,Unf,1984.0,7.565702165603377,Gd,14145.0,91.0,0.0,45.0,7,256.14351425866647,1984,1998,202500.0,Modern
1215.0,0.0,3.0,No,585.0,Rec,630.0,124.10131564422858,Unf,1958.0,7.2639253206392835,TA,12400.0,66.0,176.0,0.0,6,257.2453394962191,1958,1998,155000.0,Modern
993.0,915.0,4.0,No,0.0,Unf,967.0,168.16146718043177,Fin,2002.0,7.736578069081035,Gd,14191.0,85.0,0.0,0.0,8,217.10220211914393,2002,2002,202900.0,Recent
841.0,0.0,2.0,No,0.0,Unf,721.0,123.0767333520323,Unf,1950.0,6.8796141229002075,TA,8400.0,60.0,0.0,0.0,4,174.51357937138033,1950,1950,82000.0,Old
1040.0,0.0,2.0,No,0.0,Unf,0.0,158.2313840348364,Unf,1949.0,7.101359029425204,TA,8544.0,69.0,340.0,0.0,3,0.0,1949,1950,87500.0,Old
1684.0,0.0,2.0,No,28.0,GLQ,1656.0,209.36929347721832,RFn,2005.0,7.605654399349667,Ex,8849.0,63.0,616.0,72.0,9,327.8032132202822,2005,2005,266000.0,Recent
536.0,576.0,3.0,No,129.0,Rec,175.0,137.2518042461402,Unf,1976.0,7.171310349804104,TA,2592.0,36.0,0.0,0.0,5,139.93280374451703,1976,1976,85000.0,Modern
972.0,605.0,3.0,No,0.0,Unf,972.0,129.1955054614332,Unf,1939.0,7.53687306351613,Fa,6435.0,65.0,0.0,0.0,6,217.9361935052273,1939,1950,140200.0,Old
958.0,0.0,2.0,Mn,498.0,BLQ,460.0,125.46440383174449,RFn,1960.0,7.015575904960901,TA,12772.0,69.0,0.0,0.0,6,215.59818397225192,1960,1998,151500.0,Modern
1478.0,0.0,3.0,No,1270.0,BLQ,208.0,189.1803981446356,Unf,1960.0,7.46897160091954,TA,17600.0,69.0,30.0,40.0,6,297.5410407910666,1960,1960,157500.0,Modern
764.0,862.0,2.0,No,573.0,GLQ,191.0,181.7163990335171,RFn,2003.0,7.568928871950435,Gd,2448.0,36.0,106.0,27.0,7,182.2015480878955,2003,2004,154000.0,Recent
1848.0,880.0,4.0,No,1410.0,GLQ,438.0,251.3801503804362,Fin,2006.0,8.1119528766598,Ex,20431.0,56.0,870.0,0.0,9,351.20883212061227,2005,2006,437154.0,Recent
1869.0,0.0,2.0,No,0.0,Unf,1869.0,225.25930721789516,RFn,2007.0,7.714920071292164,Ex,7820.0,68.0,362.0,54.0,9,354.1659919939755,2007,2007,318061.0,Recent
1453.0,0.0,3.0,Gd,1082.0,GLQ,371.0,172.60152056340257,RFn,1986.0,7.451109783048006,Gd,5271.0,69.0,0.0,80.0,7,293.7960804011469,1986,1986,190000.0,Modern
616.0,495.0,3.0,Mn,236.0,LwQ,0.0,89.82726943206423,Unf,1941.0,7.170369988959145,TA,9084.0,60.0,0.0,0.0,5,155.2154591997149,1941,1950,95000.0,Old
720.0,0.0,2.0,No,0.0,Unf,624.0,184.8348505375304,Unf,2005.0,6.71761514606656,TA,8520.0,60.0,0.0,0.0,6,156.7143660149994,1928,2003,105900.0,Old
1192.0,403.0,2.0,No,388.0,LwQ,552.0,104.27195617018407,Unf,1940.0,7.548762228214187,TA,8400.0,60.0,0.0,0.0,6,212.57906354600075,1940,2000,140000.0,Old
1200.0,0.0,3.0,No,334.0,ALQ,322.0,196.2700288255104,RFn,1995.0,7.250934384109435,Gd,11249.0,105.0,0.0,26.0,6,254.88224903292593,1995,1995,177500.0,Modern
1167.0,0.0,3.0,No,560.0,GLQ,598.0,158.2313840348364,RFn,1992.0,7.221776944122446,Gd,9248.0,69.0,106.0,26.0,6,248.2242469687273,1992,1992,173000.0,Modern
1142.0,0.0,3.0,No,874.0,ALQ,268.0,198.41594370446313,Fin,1976.0,7.199137237738251,TA,4224.0,44.0,0.0,90.0,5,245.6714146892863,1976,1976,134000.0,Modern
1352.0,0.0,3.0,Av,300.0,BLQ,468.0,121.02163914432202,Unf,1958.0,7.375696951200008,Gd,6930.0,92.0,120.0,0.0,5,232.7639865556675,1958,1958,130000.0,Modern
1086.0,838.0,3.0,Av,956.0,GLQ,130.0,217.79747961584363,RFn,1998.0,7.745336412303994,Gd,12011.0,78.0,530.0,75.0,8,236.66197506482834,1998,1998,280000.0,Modern
912.0,0.0,2.0,Av,773.0,GLQ,115.0,180.46555919132814,RFn,1978.0,6.964199523759827,TA,7540.0,69.0,0.0,0.0,6,203.7711412217685,1978,1978,156000.0,Modern
988.0,517.0,3.0,No,399.0,Rec,484.0,104.27195617018407,Unf,1940.0,7.487928244544978,TA,9144.0,69.0,0.0,0.0,5,202.91725574959528,1940,1982,145000.0,Old
495.0,1427.0,4.0,No,0.0,Unf,0.0,241.4791565063867,RFn,2003.0,7.744245585707989,Gd,7301.0,64.0,500.0,0.0,7,0.0,2003,2003,198500.0,Recent
483.0,504.0,3.0,No,162.0,ALQ,321.0,112.71848151889007,Unf,1972.0,7.046720195295275,Gd,1680.0,21.0,510.0,0.0,6,129.48121237733562,1972,2007,118000.0,Modern
790.0,784.0,3.0,Mn,712.0,GLQ,84.0,209.97387940617588,Fin,1976.0,7.534878434224094,TA,18800.0,69.0,120.0,111.0,6,187.84985781491872,1976,1976,190000.0,Modern
672.0,672.0,3.0,No,456.0,Rec,216.0,179.83938806030002,Unf,1964.0,7.369486351252655,TA,10690.0,59.0,0.0,128.0,5,165.60576230754714,1920,1997,147000.0,Old
1394.0,0.0,3.0,No,609.0,BLQ,785.0,194.11867552951506,RFn,1963.0,7.407714996683579,TA,9500.0,69.0,247.0,76.0,6,284.8906724021585,1963,1963,159000.0,Modern
1431.0,0.0,3.0,Gd,371.0,GLQ,728.0,123.76000547428652,RFn,1962.0,7.4351369284038205,TA,9150.0,101.0,305.0,110.0,6,238.7640147382799,1962,1962,165000.0,Modern
1268.0,0.0,2.0,No,540.0,LwQ,728.0,105.69035071042397,Fin,1954.0,7.308583533152012,TA,7800.0,78.0,200.0,98.0,5,265.53500713272325,1954,1954,132000.0,Modern
1287.0,0.0,3.0,No,72.0,ALQ,733.0,212.99080686304876,Fin,1997.0,7.3241426783831685,Gd,9830.0,69.0,0.0,17.0,5,232.9268571459731,1959,2006,162000.0,Modern
953.0,711.0,3.0,No,0.0,Unf,953.0,177.32963582817308,RFn,2000.0,7.593134382147935,TA,8121.0,69.0,0.0,40.0,6,214.76103098700437,2000,2000,172400.0,Modern
1120.0,468.0,4.0,No,0.0,Unf,0.0,243.81713039826585,Fin,1991.0,7.544154583617565,TA,17120.0,80.0,0.0,59.0,4,0.0,1959,1959,134432.0,Modern
752.0,0.0,2.0,No,623.0,ALQ,0.0,112.71848151889007,Unf,1984.0,6.762948218684548,TA,7175.0,50.0,0.0,0.0,6,178.64014086759832,1984,1984,125000.0,Modern
1319.0,0.0,3.0,No,428.0,BLQ,0.0,114.8071154443438,Unf,1953.0,7.349838731182777,TA,10634.0,79.0,0.0,0.0,5,153.711482888684,1953,1953,123000.0,Modern
847.0,1081.0,4.0,No,0.0,Unf,847.0,169.11516527954575,Fin,2003.0,7.7475146892719895,Gd,8200.0,65.0,0.0,48.0,7,196.73156698358025,2003,2004,219500.0,Recent
904.0,0.0,1.0,Gd,350.0,BLQ,333.0,0.0,Unf,1980.0,6.955002290886059,Fa,10020.0,69.0,0.0,0.0,1,167.6197807540843,1922,1950,61000.0,Old
914.0,0.0,2.0,Av,298.0,GLQ,572.0,212.99080686304876,Unf,1998.0,6.966486305355755,TA,8846.0,57.0,0.0,0.0,5,200.6912408228759,1996,1996,148000.0,Modern
1580.0,886.0,4.0,No,0.0,Unf,1580.0,223.17583632535542,RFn,2004.0,8.005851181596661,Gd,11143.0,102.0,0.0,214.0,8,312.6536100563476,2004,2005,340000.0,Recent
1856.0,0.0,1.0,Av,1445.0,GLQ,411.0,287.89031418875425,Fin,2010.0,7.707600826788512,Ex,11394.0,88.0,350.0,0.0,9,352.3363952186119,2010,2010,394432.0,Recent
1007.0,793.0,3.0,No,0.0,Unf,982.0,178.27174877414345,Fin,2000.0,7.675478150214638,TA,8123.0,60.0,16.0,63.0,6,219.60083773763748,2000,2000,179000.0,Modern
1026.0,665.0,3.0,No,218.0,LwQ,808.0,127.84165049337814,Unf,1924.0,7.61000152441621,Gd,5000.0,50.0,0.0,0.0,5,226.8736953825306,1924,1950,127000.0,Old
1301.0,0.0,2.0,No,0.0,Unf,1293.0,211.78522965910034,RFn,2006.0,7.335461942855745,Gd,7200.0,60.0,0.0,121.0,7,269.41380893028963,2006,2006,187750.0,Recent
939.0,858.0,3.0,Av,0.0,Unf,939.0,231.7786647160346,Unf,2006.0,7.673729380571211,Gd,9245.0,79.0,0.0,53.0,7,212.4108959198235,2006,2006,213500.0,Recent
784.0,0.0,2.0,No,0.0,Unf,784.0,145.20043925220284,Unf,1950.0,6.806403518767866,TA,9000.0,60.0,0.0,0.0,6,185.73878920410203,1928,1950,76000.0,Old
1079.0,874.0,3.0,Av,985.0,GLQ,595.0,190.10857458749123,Fin,1992.0,7.761028010029499,Gd,53107.0,69.0,0.0,231.0,6,312.6536100563476,1992,1992,240000.0,Modern
1269.0,0.0,2.0,No,24.0,GLQ,1232.0,167.84329035786647,Fin,2004.0,7.30940819386353,Gd,3182.0,43.0,16.0,20.0,8,263.6661264097897,2004,2005,192000.0,Recent
658.0,526.0,5.0,No,0.0,Unf,658.0,0.0,Unf,1980.0,7.236898311059202,TA,8410.0,58.0,0.0,151.0,5,163.03001807246497,1910,1996,81000.0,Old
1125.0,0.0,3.0,Av,631.0,ALQ,410.0,142.56230808809255,Unf,1977.0,7.183459149526805,TA,7200.0,72.0,255.0,0.0,6,229.3344129810168,1976,1976,125000.0,Modern
1479.0,0.0,3.0,No,0.0,Unf,1468.0,213.2919543439963,RFn,1999.0,7.469679813941192,Gd,9382.0,93.0,125.0,25.0,7,296.04505014998193,1999,2000,191000.0,Modern
1742.0,590.0,3.0,Av,1280.0,GLQ,402.0,291.2565946691957,Fin,2008.0,7.947170251110444,Ex,12474.0,96.0,272.0,134.0,10,327.514214466418,2007,2008,426000.0,Recent
961.0,406.0,4.0,No,241.0,Rec,229.0,153.04987883637892,Unf,1978.0,7.387244023094819,TA,8405.0,50.0,0.0,130.0,5,199.14508530807626,1900,1950,119000.0,Very Old
804.0,1157.0,3.0,No,690.0,ALQ,114.0,208.15890770922698,Fin,2001.0,7.765315989702417,Gd,12209.0,71.0,0.0,192.0,6,189.25263784006987,2001,2002,215000.0,Recent
882.0,0.0,3.0,No,0.0,Unf,0.0,123.0767333520323,RFn,1959.0,6.929286633455966,TA,8339.0,69.0,0.0,0.0,5,0.0,1959,1959,106500.0,Modern
788.0,0.0,2.0,No,266.0,Rec,522.0,0.0,Unf,1980.0,6.811711062156396,TA,7446.0,69.0,0.0,0.0,4,186.4434063588838,1941,1950,100000.0,Old
735.0,299.0,2.0,No,0.0,Unf,735.0,104.27195617018407,Unf,1940.0,7.095314149196065,TA,10134.0,60.0,0.0,39.0,5,177.0294065794814,1940,1950,109000.0,Old
1144.0,0.0,3.0,Av,739.0,BLQ,405.0,218.995301827102,Unf,1956.0,7.200966451124709,TA,9571.0,68.0,0.0,0.0,5,245.99102518978654,1956,1956,129000.0,Modern
894.0,0.0,2.0,Av,777.0,Rec,117.0,220.19161021397755,RFn,1985.0,6.943391341553221,TA,7200.0,60.0,0.0,0.0,5,204.794155018473,1972,1972,123000.0,Modern
876.0,936.0,4.0,No,540.0,ALQ,324.0,112.71848151889007,RFn,1962.0,7.682444386019627,TA,7590.0,69.0,288.0,168.0,5,199.66093546684243,1962,1962,169500.0,Modern
1077.0,0.0,2.0,No,0.0,Unf,961.0,137.91817726476376,Unf,1920.0,7.137886942983956,TA,8967.0,60.0,0.0,0.0,5,216.09993010259154,1920,1950,67000.0,Old
1112.0,438.0,2.0,No,812.0,GLQ,280.0,170.38483466848163,Fin,2007.0,7.518784051390165,Gd,8125.0,65.0,100.0,168.0,7,237.63295598704397,2006,2007,241000.0,Recent
1288.0,0.0,1.0,No,786.0,GLQ,474.0,189.79929906779662,Fin,1996.0,7.324955245506115,Ex,14963.0,38.0,0.0,30.0,8,264.28960074889625,1996,1996,245500.0,Modern
1310.0,0.0,3.0,Av,24.0,GLQ,1286.0,158.2313840348364,Fin,2005.0,7.342674874484774,Gd,8767.0,65.0,0.0,0.0,7,272.040246420668,2005,2005,164990.0,Recent
672.0,0.0,2.0,No,0.0,Unf,672.0,104.27195617018407,Unf,1940.0,6.645715824057852,TA,10200.0,60.0,0.0,0.0,5,165.60576230754714,1940,1997,108000.0,Old
1165.0,0.0,4.0,No,0.0,Unf,1141.0,164.65379278874116,Fin,1998.0,7.915633417182426,Gd,12090.0,93.0,650.0,123.0,8,245.5115548363904,1998,1998,258000.0,Modern
806.0,766.0,3.0,No,0.0,Unf,806.0,149.46404162167929,Fin,1995.0,7.533546581516299,TA,10364.0,69.0,0.0,40.0,6,189.6027645902949,1995,1996,168000.0,Modern
1620.0,0.0,3.0,No,1116.0,BLQ,165.0,186.70008828681972,Unf,1993.0,7.565055637651523,TA,9991.0,69.0,0.0,78.0,4,267.5544427819736,1976,1993,150000.0,Modern
1166.0,0.0,3.0,No,0.0,Unf,1064.0,104.27195617018407,Unf,1936.0,7.577272385295999,TA,10480.0,51.0,0.0,0.0,6,233.08968788097357,1936,1950,115000.0,Old
840.0,840.0,3.0,No,0.0,Unf,840.0,127.84165049337814,Unf,1960.0,7.6031622588480205,TA,15576.0,63.0,0.0,0.0,6,195.52092191352273,1915,1976,177000.0,Old
1071.0,1101.0,3.0,No,0.0,Unf,1063.0,319.2471353319145,RFn,2006.0,7.872547703964033,Gd,14154.0,109.0,350.0,62.0,7,232.9268571459731,2006,2006,280000.0,Recent
1050.0,1028.0,3.0,No,789.0,GLQ,245.0,288.45199169728835,Fin,2008.0,7.826115686613453,Ex,10800.0,85.0,100.0,102.0,8,228.18723408676564,2007,2008,339750.0,Recent
1276.0,0.0,3.0,No,0.0,Unf,1276.0,141.9010201000796,Unf,1958.0,7.315162801375007,TA,9571.0,68.0,0.0,0.0,5,266.7783707231487,1958,1958,60000.0,Modern
1056.0,0.0,3.0,Mn,1056.0,Rec,0.0,211.78522965910034,Fin,1955.0,7.117310838926907,TA,34650.0,100.0,0.0,0.0,5,231.78592339868544,1955,1955,145000.0,Modern
1478.0,0.0,2.0,Av,578.0,GLQ,892.0,184.8348505375304,Fin,2009.0,7.46897160091954,Gd,4403.0,69.0,432.0,144.0,7,296.3444598862011,2009,2009,222000.0,Recent
1028.0,0.0,2.0,No,0.0,Unf,1008.0,145.20043925220284,Unf,1927.0,7.089234312466823,TA,8960.0,56.0,0.0,0.0,5,223.9084412679765,1927,1950,115000.0,Old
1080.0,1017.0,3.0,No,50.0,BLQ,499.0,243.2331252127944,Unf,1993.0,7.835666927638345,Gd,11228.0,59.0,0.0,187.0,7,235.68959750023802,1993,1993,228000.0,Modern
1340.0,0.0,3.0,Av,24.0,GLQ,1316.0,156.93972574047854,Fin,2007.0,7.366367262181617,Gd,8899.0,73.0,0.0,30.0,7,276.6536264529961,2007,2007,181134.0,Recent
672.0,728.0,3.0,No,209.0,ALQ,463.0,171.01884976582272,Fin,1978.0,7.412210573982421,TA,7844.0,74.0,203.0,0.0,6,165.60576230754714,1978,1978,149500.0,Modern
1370.0,1254.0,4.0,No,1128.0,BLQ,242.0,296.28920621126343,Unf,1918.0,8.071101081801947,TA,22420.0,86.0,0.0,0.0,6,281.24020700738475,1918,1950,239000.0,Old
756.0,378.0,3.0,No,312.0,ALQ,444.0,104.27195617018407,Unf,1940.0,7.191788411337138,TA,8160.0,60.0,0.0,0.0,5,180.77992999508868,1940,1950,126000.0,Old
1056.0,0.0,3.0,No,775.0,BLQ,281.0,126.48448355758627,Unf,1968.0,7.117310838926907,TA,8450.0,65.0,0.0,85.0,5,231.78592339868544,1968,1968,142000.0,Modern
1344.0,0.0,3.0,Gd,1309.0,GLQ,35.0,273.76388907137317,Fin,1997.0,7.369486351252655,TA,7060.0,78.0,200.0,0.0,7,277.2667024739456,1997,1998,206300.0,Modern
1602.0,0.0,3.0,No,1246.0,ALQ,356.0,198.7220640336378,Fin,1977.0,7.553349822323269,Gd,16635.0,69.0,126.0,0.0,6,315.8794531975082,1977,2000,215000.0,Modern
988.0,0.0,2.0,No,0.0,Unf,988.0,195.96302762885824,RFn,1954.0,7.047777847827284,TA,21750.0,100.0,0.0,0.0,5,220.59750679391328,1954,1954,113000.0,Modern
1470.0,0.0,4.0,No,986.0,GLQ,484.0,248.47761491685856,Unf,1998.0,8.073501298857355,Gd,9200.0,80.0,473.0,66.0,8,296.3444598862011,1998,1998,315000.0,Modern
1196.0,0.0,2.0,No,616.0,LwQ,580.0,124.10131564422858,RFn,1956.0,7.247442878417522,TA,9000.0,72.0,74.0,44.0,6,254.25079645773116,1956,1956,139000.0,Modern
707.0,682.0,3.0,No,0.0,Unf,651.0,104.27195617018407,Unf,1947.0,7.403953969961856,TA,3378.0,60.0,0.0,0.0,7,161.73681138670372,1946,1992,135000.0,Old
1644.0,0.0,2.0,Gd,1518.0,GLQ,0.0,210.8800043741172,Fin,1989.0,7.580463930743578,Gd,12800.0,69.0,145.0,0.0,7,303.49890822457746,1989,1989,275000.0,Modern
907.0,0.0,3.0,No,288.0,Rec,619.0,142.56230808809255,Unf,1964.0,6.958460696327018,TA,8593.0,77.0,0.0,0.0,4,207.00458365604737,1957,1957,109008.0,Modern
1208.0,0.0,2.0,No,664.0,GLQ,544.0,228.52436592856031,RFn,2007.0,7.257882834220395,Gd,6762.0,64.0,108.0,54.0,7,256.14351425866647,2007,2007,195400.0,Recent
1412.0,0.0,3.0,Mn,1005.0,GLQ,387.0,212.99080686304876,Unf,1988.0,7.421144576785771,Gd,11457.0,130.0,0.0,0.0,6,284.58709510594264,1988,1988,175000.0,Modern
483.0,504.0,2.0,No,387.0,ALQ,96.0,112.71848151889007,Unf,1971.0,7.046720195295275,TA,1680.0,21.0,232.0,0.0,6,129.48121237733562,1971,1971,85400.0,Modern
1088.0,110.0,4.0,No,0.0,Unf,901.0,0.0,Unf,1980.0,7.249190079299338,TA,5586.0,60.0,0.0,98.0,6,205.98541698750617,1920,1998,79900.0,Old
765.0,600.0,2.0,No,471.0,ALQ,294.0,171.01884976582272,Unf,1971.0,7.385711708662814,TA,1920.0,24.0,376.0,36.0,5,182.37897747363124,1971,1971,122500.0,Modern
926.0,678.0,3.0,No,0.0,Unf,926.0,180.46555919132814,Fin,1997.0,7.554656905202453,TA,10839.0,100.0,0.0,36.0,6,210.22045397235763,1997,1998,181000.0,Modern
630.0,0.0,1.0,Av,495.0,ALQ,135.0,0.0,Unf,1980.0,6.578486805914263,TA,1890.0,21.0,0.0,0.0,4,157.83526847894083,1972,1972,81000.0,Modern
827.0,834.0,3.0,Av,385.0,GLQ,70.0,205.12578155007614,RFn,1996.0,7.591243492830488,Gd,10667.0,43.0,0.0,61.0,7,188.37632808060735,1996,1996,212000.0,Modern
734.0,0.0,2.0,No,0.0,Unf,648.0,171.01884976582272,Unf,1990.0,7.176934928600124,TA,4400.0,40.0,0.0,0.0,6,161.1814744859444,1920,1950,116000.0,Old
904.0,0.0,2.0,No,0.0,Unf,884.0,82.40481040341002,Unf,1926.0,6.955002290886059,TA,6000.0,50.0,0.0,0.0,6,203.0881332428459,1926,2004,119000.0,Old
694.0,0.0,3.0,No,365.0,LwQ,75.0,142.56230808809255,Unf,1990.0,6.679282609236852,Gd,4280.0,40.0,0.0,0.0,5,120.78101244961468,1913,2002,90350.0,Old
684.0,512.0,3.0,Mn,0.0,Unf,684.0,198.41594370446313,Unf,2005.0,7.247442878417522,Gd,12354.0,67.0,0.0,46.0,6,167.80245341345673,1920,2000,110000.0,Old
2402.0,0.0,2.0,Gd,1767.0,GLQ,788.0,241.4791565063867,Fin,2008.0,7.978230499373593,Ex,15431.0,105.0,200.0,72.0,10,514.7084191068793,2008,2008,555000.0,Recent
1440.0,0.0,4.0,No,133.0,ALQ,1307.0,0.0,Unf,1980.0,7.441700574035787,Fa,12108.0,92.0,270.0,0.0,4,291.84208251417806,1955,1955,118000.0,Modern
1128.0,445.0,3.0,No,0.0,Unf,1078.0,145.20043925220284,Unf,1930.0,7.534212718209626,TA,6240.0,52.0,0.0,0.0,5,235.3651595939634,1930,1992,162900.0,Old
1258.0,0.0,2.0,Av,0.0,Unf,1258.0,234.433423201501,Fin,2007.0,7.300301198917356,Gd,3922.0,53.0,72.0,16.0,7,263.9779280558085,2006,2007,172500.0,Recent
933.0,975.0,4.0,No,642.0,GLQ,273.0,187.63109183053555,Unf,1994.0,7.736578069081035,Gd,8750.0,70.0,0.0,133.0,7,208.3607494436786,1994,1995,210000.0,Modern
1689.0,0.0,3.0,No,0.0,Unf,1436.0,183.58894020794867,Unf,1956.0,7.60876131605653,TA,9855.0,73.0,0.0,0.0,6,291.23993023182777,1956,1956,127500.0,Modern
1888.0,0.0,2.0,No,247.0,Unf,557.0,213.5930035032791,Fin,1966.0,7.725526933545175,Gd,16492.0,137.0,0.0,0.0,6,303.3504634346758,1966,2002,190000.0,Modern
956.0,930.0,3.0,No,0.0,Unf,930.0,168.16146718043177,Fin,1998.0,7.724415428706932,Gd,11214.0,69.0,0.0,0.0,7,210.89528309891705,1998,1999,199900.0,Modern
780.0,596.0,3.0,No,0.0,Unf,780.0,89.09152081431868,Unf,1937.0,7.394111983183776,TA,8600.0,50.0,0.0,0.0,6,185.0332364885655,1937,1950,119500.0,Old
679.0,504.0,2.0,No,331.0,ALQ,318.0,127.84165049337814,Unf,1981.0,7.2360148089284,TA,6000.0,50.0,0.0,176.0,3,161.36666091156306,1948,2002,120000.0,Old
813.0,0.0,2.0,No,0.0,Unf,813.0,114.8071154443438,Unf,1932.0,6.844288646214256,Gd,5684.0,70.0,0.0,113.0,6,190.82643400857165,1930,2005,110000.0,Old
1533.0,0.0,2.0,Gd,655.0,ALQ,878.0,212.99080686304876,Unf,1975.0,7.5072333267638625,Gd,70761.0,62.0,0.0,54.0,7,305.72253839092537,1975,1975,280000.0,Modern
888.0,868.0,3.0,No,742.0,ALQ,130.0,165.29282599903672,Fin,1996.0,7.649534374590318,TA,9303.0,69.0,42.0,122.0,6,201.03426481533052,1996,1997,204000.0,Modern
786.0,0.0,3.0,No,0.0,Unf,768.0,242.64879526410587,RFn,2008.0,7.545473109724071,Gd,9000.0,75.0,0.0,30.0,8,182.9109041902602,2008,2008,210000.0,Recent
1728.0,0.0,4.0,No,1606.0,ALQ,122.0,208.15890770922698,Unf,1976.0,7.632686177397187,TA,9297.0,63.0,0.0,0.0,5,334.13882371220024,1976,1976,188000.0,Modern
1242.0,0.0,3.0,No,916.0,ALQ,326.0,198.41594370446313,Unf,1973.0,7.286912407701082,TA,9600.0,80.0,320.0,0.0,7,261.47988236036485,1973,1973,175500.0,Modern
624.0,720.0,4.0,No,0.0,Unf,624.0,193.81089029400167,Unf,1916.0,7.369486351252655,TA,4571.0,34.0,0.0,0.0,5,156.7143660149994,1916,1950,98000.0,Old
1663.0,0.0,2.0,Gd,1116.0,BLQ,248.0,198.7220640336378,Unf,1954.0,7.5925044623689075,Gd,53227.0,69.0,0.0,137.0,4,280.32499894331875,1954,1994,256000.0,Modern
833.0,833.0,3.0,No,0.0,Unf,588.0,99.98970829239325,Unf,1925.0,7.594393093980503,Gd,5100.0,69.0,0.0,63.0,8,149.92880500150127,1925,1996,161000.0,Old
