1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1358.0,0.0,2.0,Av,720.0,GLQ,638.0,184.8348505375304,RFn,2004.0,7.38033098330251,Gd,8198.0,59.0,146.0,30.0,7,278.5756665334365,2004,2004,207000.0
943.0,0.0,3.0,Gd,828.0,GLQ,115.0,181.09122867557275,Fin,1998.0,7.576632915344275,TA,9042.0,59.0,0.0,38.0,6,212.42789018469463,1998,1998,192000.0
1619.0,167.0,3.0,Gd,1249.0,Unf,103.0,198.7220640336378,Fin,1965.0,7.667292310455854,TA,164660.0,69.0,0.0,0.0,5,299.7810752864096,1965,1965,228950.0
1922.0,0.0,3.0,Gd,1249.0,GLQ,673.0,242.64879526410587,Fin,2005.0,7.744245585707989,Gd,14157.0,86.0,200.0,51.0,9,360.5202702269586,2005,2006,377426.0
1536.0,0.0,3.0,Av,810.0,GLQ,726.0,199.6397720242384,RFn,2002.0,7.509280909760026,Gd,9135.0,70.0,113.0,74.0,7,305.2579002947205,2002,2003,214000.0
1621.0,0.0,3.0,Mn,213.0,ALQ,995.0,171.01884976582272,Unf,1984.0,7.565702165603377,Gd,14145.0,91.0,0.0,45.0,7,255.37448954002707,1984,1998,202500.0
1215.0,0.0,3.0,No,585.0,Rec,630.0,124.10131564422858,Unf,1958.0,7.2639253206392835,TA,12400.0,66.0,176.0,0.0,6,256.4733198450273,1958,1998,155000.0
993.0,915.0,4.0,No,0.0,Unf,967.0,168.16146718043177,Fin,2002.0,7.736578069081035,Gd,14191.0,85.0,0.0,0.0,8,216.43650653247911,2002,2002,202900.0
841.0,0.0,2.0,No,0.0,Unf,721.0,123.0767333520323,Unf,1950.0,6.8796141229002075,TA,8400.0,60.0,0.0,0.0,4,173.95310982179961,1950,1950,82000.0
1040.0,0.0,2.0,No,0.0,Unf,0.0,158.2313840348364,Unf,1949.0,7.101359029425204,TA,8544.0,69.0,340.0,0.0,3,0.0,1949,1950,87500.0
1684.0,0.0,2.0,No,28.0,GLQ,1656.0,209.36929347721832,RFn,2005.0,7.605654399349667,Ex,8849.0,63.0,616.0,72.0,9,326.83204101584283,2005,2005,266000.0
536.0,576.0,3.0,No,129.0,Rec,175.0,137.2518042461402,Unf,1976.0,7.171310349804104,TA,2592.0,36.0,0.0,0.0,5,139.44988603218613,1976,1976,85000.0
972.0,605.0,3.0,No,0.0,Unf,972.0,129.1955054614332,Unf,1939.0,7.53687306351613,Fa,6435.0,65.0,0.0,0.0,6,217.26835225395422,1939,1950,140200.0
958.0,0.0,2.0,Mn,498.0,BLQ,460.0,125.46440383174449,RFn,1960.0,7.015575904960901,TA,12772.0,69.0,0.0,0.0,6,214.93635044327104,1960,1998,151500.0
1478.0,0.0,3.0,No,1270.0,BLQ,208.0,189.1803981446356,Unf,1960.0,7.46897160091954,TA,17600.0,69.0,30.0,40.0,6,296.65694130928097,1960,1960,157500.0
764.0,862.0,2.0,No,573.0,GLQ,191.0,181.7163990335171,RFn,2003.0,7.568928871950435,Gd,2448.0,36.0,106.0,27.0,7,181.62277599480754,2003,2004,154000.0
1848.0,880.0,4.0,No,1410.0,GLQ,438.0,251.3801503804362,Fin,2006.0,8.1119528766598,Ex,20431.0,56.0,870.0,0.0,9,350.1688358760564,2005,2006,437154.0
1869.0,0.0,2.0,No,0.0,Unf,1869.0,225.25930721789516,RFn,2007.0,7.714920071292164,Ex,7820.0,68.0,362.0,54.0,9,353.1172153084865,2007,2007,318061.0
1453.0,0.0,3.0,Gd,1082.0,GLQ,371.0,172.60152056340257,RFn,1986.0,7.451109783048006,Gd,5271.0,69.0,0.0,80.0,7,292.922593310197,1986,1986,190000.0
616.0,495.0,3.0,Mn,236.0,LwQ,0.0,89.82726943206423,Unf,1941.0,7.170369988959145,TA,9084.0,60.0,0.0,0.0,5,154.6993218224239,1941,1950,95000.0
720.0,0.0,2.0,No,0.0,Unf,624.0,184.8348505375304,Unf,2005.0,6.71761514606656,TA,8520.0,60.0,0.0,0.0,6,156.1948749337287,1928,2003,105900.0
1192.0,403.0,2.0,No,388.0,LwQ,552.0,104.27195617018407,Unf,1940.0,7.548762228214187,TA,8400.0,60.0,0.0,0.0,6,211.92495337678488,1940,2000,140000.0
1200.0,0.0,3.0,No,334.0,ALQ,322.0,196.2700288255104,RFn,1995.0,7.250934384109435,Gd,11249.0,105.0,0.0,26.0,6,254.11664771515134,1995,1995,177500.0
1167.0,0.0,3.0,No,560.0,GLQ,598.0,158.2313840348364,RFn,1992.0,7.221776944122446,Gd,9248.0,69.0,106.0,26.0,6,247.47662873665712,1992,1992,173000.0
1142.0,0.0,3.0,No,874.0,ALQ,268.0,198.41594370446313,Fin,1976.0,7.199137237738251,TA,4224.0,44.0,0.0,90.0,5,244.93065132858035,1976,1976,134000.0
1352.0,0.0,3.0,Av,300.0,BLQ,468.0,121.02163914432202,Unf,1958.0,7.375696951200008,Gd,6930.0,92.0,120.0,0.0,5,232.05752503895533,1958,1958,130000.0
1086.0,838.0,3.0,Av,956.0,GLQ,130.0,217.79747961584363,RFn,1998.0,7.745336412303994,Gd,12011.0,78.0,530.0,75.0,8,235.9452189063916,1998,1998,280000.0
912.0,0.0,2.0,Av,773.0,GLQ,115.0,180.46555919132814,RFn,1978.0,6.964199523759827,TA,7540.0,69.0,0.0,0.0,6,203.13933283263125,1978,1978,156000.0
988.0,517.0,3.0,No,399.0,Rec,484.0,104.27195617018407,Unf,1940.0,7.487928244544978,TA,9144.0,69.0,0.0,0.0,5,202.28759060137082,1940,1982,145000.0
495.0,1427.0,4.0,No,0.0,Unf,0.0,241.4791565063867,RFn,2003.0,7.744245585707989,Gd,7301.0,64.0,500.0,0.0,7,0.0,2003,2003,198500.0
483.0,504.0,3.0,No,162.0,ALQ,321.0,112.71848151889007,Unf,1972.0,7.046720195295275,Gd,1680.0,21.0,510.0,0.0,6,129.01987545331545,1972,2007,118000.0
790.0,784.0,3.0,Mn,712.0,GLQ,84.0,209.97387940617588,Fin,1976.0,7.534878434224094,TA,18800.0,69.0,120.0,111.0,6,187.25742860857392,1976,1976,190000.0
672.0,672.0,3.0,No,456.0,Rec,216.0,179.83938806030002,Unf,1964.0,7.369486351252655,TA,10690.0,59.0,0.0,128.0,5,165.06605771203226,1920,1997,147000.0
1394.0,0.0,3.0,No,609.0,BLQ,785.0,194.11867552951506,RFn,1963.0,7.407714996683579,TA,9500.0,69.0,247.0,76.0,6,284.0422673606408,1963,1963,159000.0
1431.0,0.0,3.0,Gd,371.0,GLQ,728.0,123.76000547428652,RFn,1962.0,7.4351369284038205,TA,9150.0,101.0,305.0,110.0,6,238.0416836150367,1962,1962,165000.0
1268.0,0.0,2.0,No,540.0,LwQ,728.0,105.69035071042397,Fin,1954.0,7.308583533152012,TA,7800.0,78.0,200.0,98.0,5,264.74032903695206,1954,1954,132000.0
1287.0,0.0,3.0,No,72.0,ALQ,733.0,212.99080686304876,Fin,1997.0,7.3241426783831685,Gd,9830.0,69.0,0.0,17.0,5,232.219966630829,1959,2006,162000.0
953.0,711.0,3.0,No,0.0,Unf,953.0,177.32963582817308,RFn,2000.0,7.593134382147935,TA,8121.0,69.0,0.0,40.0,6,214.1013429499935,2000,2000,172400.0
1120.0,468.0,4.0,No,0.0,Unf,0.0,243.81713039826585,Fin,1991.0,7.544154583617565,TA,17120.0,80.0,0.0,59.0,4,0.0,1959,1959,134432.0
752.0,0.0,2.0,No,623.0,ALQ,0.0,112.71848151889007,Unf,1984.0,6.762948218684548,TA,7175.0,50.0,0.0,0.0,6,178.06988948363337,1984,1984,125000.0
1319.0,0.0,3.0,No,428.0,BLQ,0.0,114.8071154443438,Unf,1953.0,7.349838731182777,TA,10634.0,79.0,0.0,0.0,5,153.19869427070628,1953,1953,123000.0
847.0,1081.0,4.0,No,0.0,Unf,847.0,169.11516527954575,Fin,2003.0,7.7475146892719895,Gd,8200.0,65.0,0.0,48.0,7,196.11732448903035,2003,2004,219500.0
904.0,0.0,1.0,Gd,350.0,BLQ,333.0,0.0,Unf,1980.0,6.955002290886059,Fa,10020.0,69.0,0.0,0.0,1,167.0754247029229,1922,1950,61000.0
914.0,0.0,2.0,Av,298.0,GLQ,572.0,212.99080686304876,Unf,1998.0,6.966486305355755,TA,8846.0,57.0,0.0,0.0,5,200.06714683790443,1996,1996,148000.0
1580.0,886.0,4.0,No,0.0,Unf,1580.0,223.17583632535542,RFn,2004.0,8.005851181596661,Gd,11143.0,102.0,0.0,214.0,8,311.7263121165889,2004,2005,340000.0
1856.0,0.0,1.0,Av,1445.0,GLQ,411.0,287.89031418875425,Fin,2010.0,7.707600826788512,Ex,11394.0,88.0,350.0,0.0,9,351.29305317452685,2010,2010,394432.0
1007.0,793.0,3.0,No,0.0,Unf,982.0,178.27174877414345,Fin,2000.0,7.675478150214638,TA,8123.0,60.0,16.0,63.0,6,218.9287050409876,2000,2000,179000.0
1026.0,665.0,3.0,No,218.0,LwQ,808.0,127.84165049337814,Unf,1924.0,7.61000152441621,Gd,5000.0,50.0,0.0,0.0,5,226.18268025517654,1924,1950,127000.0
1301.0,0.0,2.0,No,0.0,Unf,1293.0,211.78522965910034,RFn,2006.0,7.335461942855745,Gd,7200.0,60.0,0.0,121.0,7,268.608454316541,2006,2006,187750.0
939.0,858.0,3.0,Av,0.0,Unf,939.0,231.7786647160346,Unf,2006.0,7.673729380571211,Gd,9245.0,79.0,0.0,53.0,7,211.757214788773,2006,2006,213500.0
784.0,0.0,2.0,No,0.0,Unf,784.0,145.20043925220284,Unf,1950.0,6.806403518767866,TA,9000.0,60.0,0.0,0.0,6,185.1514845477229,1928,1950,76000.0
1079.0,874.0,3.0,Av,985.0,GLQ,595.0,190.10857458749123,Fin,1992.0,7.761028010029499,Gd,53107.0,69.0,0.0,231.0,6,311.7263121165889,1992,1992,240000.0
1269.0,0.0,2.0,No,24.0,GLQ,1232.0,167.84329035786647,Fin,2004.0,7.30940819386353,Gd,3182.0,43.0,16.0,20.0,8,262.8765757190841,2004,2005,192000.0
658.0,526.0,5.0,No,0.0,Unf,658.0,0.0,Unf,1980.0,7.236898311059202,TA,8410.0,58.0,0.0,151.0,5,162.49622389518257,1910,1996,81000.0
1125.0,0.0,3.0,Av,631.0,ALQ,410.0,142.56230808809255,Unf,1977.0,7.183459149526805,TA,7200.0,72.0,255.0,0.0,6,228.63696134702533,1976,1976,125000.0
1479.0,0.0,3.0,No,0.0,Unf,1468.0,213.2919543439963,RFn,1999.0,7.469679813941192,Gd,9382.0,93.0,125.0,25.0,7,295.1651944902734,1999,2000,191000.0
1742.0,590.0,3.0,Av,1280.0,GLQ,402.0,291.2565946691957,Fin,2008.0,7.947170251110444,Ex,12474.0,96.0,272.0,134.0,10,326.5438843322598,2007,2008,426000.0
961.0,406.0,4.0,No,241.0,Rec,229.0,153.04987883637892,Unf,1978.0,7.387244023094819,TA,8405.0,50.0,0.0,130.0,5,198.52484710295758,1900,1950,119000.0
804.0,1157.0,3.0,No,690.0,ALQ,114.0,208.15890770922698,Fin,2001.0,7.765315989702417,Gd,12209.0,71.0,0.0,192.0,6,188.6567903803775,2001,2002,215000.0
882.0,0.0,3.0,No,0.0,Unf,0.0,123.0767333520323,RFn,1959.0,6.929286633455966,TA,8339.0,69.0,0.0,0.0,5,0.0,1959,1959,106500.0
788.0,0.0,2.0,No,266.0,Rec,522.0,0.0,Unf,1980.0,6.811711062156396,TA,7446.0,69.0,0.0,0.0,4,185.85439391217747,1941,1950,100000.0
735.0,299.0,2.0,No,0.0,Unf,735.0,104.27195617018407,Unf,1940.0,7.095314149196065,TA,10134.0,60.0,0.0,39.0,5,176.46298517837266,1940,1950,109000.0
1144.0,0.0,3.0,Av,739.0,BLQ,405.0,218.995301827102,Unf,1956.0,7.200966451124709,TA,9571.0,68.0,0.0,0.0,5,245.24940485382004,1956,1956,129000.0
894.0,0.0,2.0,Av,777.0,Rec,117.0,220.19161021397755,RFn,1985.0,6.943391341553221,TA,7200.0,60.0,0.0,0.0,5,204.15977441550646,1972,1972,123000.0
876.0,936.0,4.0,No,540.0,ALQ,324.0,112.71848151889007,RFn,1962.0,7.682444386019627,TA,7590.0,69.0,288.0,168.0,5,199.03941211625244,1962,1962,169500.0
1077.0,0.0,2.0,No,0.0,Unf,961.0,137.91817726476376,Unf,1920.0,7.137886942983956,TA,8967.0,60.0,0.0,0.0,5,215.4368092435995,1920,1950,67000.0
1112.0,438.0,2.0,No,812.0,GLQ,280.0,170.38483466848163,Fin,2007.0,7.518784051390165,Gd,8125.0,65.0,100.0,168.0,7,236.91362664396453,2006,2007,241000.0
1288.0,0.0,1.0,No,786.0,GLQ,474.0,189.79929906779662,Fin,1996.0,7.324955245506115,Ex,14963.0,38.0,0.0,30.0,8,263.4983407343926,1996,1996,245500.0
1310.0,0.0,3.0,Av,24.0,GLQ,1286.0,158.2313840348364,Fin,2005.0,7.342674874484774,Gd,8767.0,65.0,0.0,0.0,7,271.2276362216327,2005,2005,164990.0
672.0,0.0,2.0,No,0.0,Unf,672.0,104.27195617018407,Unf,1940.0,6.645715824057852,TA,10200.0,60.0,0.0,0.0,5,165.06605771203226,1940,1997,108000.0
1165.0,0.0,4.0,No,0.0,Unf,1141.0,164.65379278874116,Fin,1998.0,7.915633417182426,Gd,12090.0,93.0,650.0,123.0,8,244.77121997545,1998,1998,258000.0
806.0,766.0,3.0,No,0.0,Unf,806.0,149.46404162167929,Fin,1995.0,7.533546581516299,TA,10364.0,69.0,0.0,40.0,6,189.00606234458738,1995,1996,168000.0
1620.0,0.0,3.0,No,1116.0,BLQ,165.0,186.70008828681972,Unf,1993.0,7.565055637651523,TA,9991.0,69.0,0.0,78.0,4,266.75421194159327,1976,1993,150000.0
1166.0,0.0,3.0,No,0.0,Unf,1064.0,104.27195617018407,Unf,1936.0,7.577272385295999,TA,10480.0,51.0,0.0,0.0,6,232.38236837179088,1936,1950,115000.0
840.0,840.0,3.0,No,0.0,Unf,840.0,127.84165049337814,Unf,1960.0,7.6031622588480205,TA,15576.0,63.0,0.0,0.0,6,194.90967618346772,1915,1976,177000.0
1071.0,1101.0,3.0,No,0.0,Unf,1063.0,319.2471353319145,RFn,2006.0,7.872547703964033,Gd,14154.0,109.0,350.0,62.0,7,232.219966630829,2006,2006,280000.0
1050.0,1028.0,3.0,No,789.0,GLQ,245.0,288.45199169728835,Fin,2008.0,7.826115686613453,Ex,10800.0,85.0,100.0,102.0,8,227.49278608071933,2007,2008,339750.0
1276.0,0.0,3.0,No,0.0,Unf,1276.0,141.9010201000796,Unf,1958.0,7.315162801375007,TA,9571.0,68.0,0.0,0.0,5,265.98027531137626,1958,1958,60000.0
1056.0,0.0,3.0,Mn,1056.0,Rec,0.0,211.78522965910034,Fin,1955.0,7.117310838926907,TA,34650.0,100.0,0.0,0.0,5,231.08203596173448,1955,1955,145000.0
1478.0,0.0,2.0,Av,578.0,GLQ,892.0,184.8348505375304,Fin,2009.0,7.46897160091954,Gd,4403.0,69.0,432.0,144.0,7,295.46375534063526,2009,2009,222000.0
1028.0,0.0,2.0,No,0.0,Unf,1008.0,145.20043925220284,Unf,1927.0,7.089234312466823,TA,8960.0,56.0,0.0,0.0,5,223.2251505819711,1927,1950,115000.0
1080.0,1017.0,3.0,No,50.0,BLQ,499.0,243.2331252127944,Unf,1993.0,7.835666927638345,Gd,11228.0,59.0,0.0,187.0,7,234.97541472776987,1993,1993,228000.0
1340.0,0.0,3.0,Av,24.0,GLQ,1316.0,156.93972574047854,Fin,2007.0,7.366367262181617,Gd,8899.0,73.0,0.0,30.0,7,275.8282214068789,2007,2007,181134.0
672.0,728.0,3.0,No,209.0,ALQ,463.0,171.01884976582272,Fin,1978.0,7.412210573982421,TA,7844.0,74.0,203.0,0.0,6,165.06605771203226,1978,1978,149500.0
1370.0,1254.0,4.0,No,1128.0,BLQ,242.0,296.28920621126343,Unf,1918.0,8.071101081801947,TA,22420.0,86.0,0.0,0.0,6,280.40201918951993,1918,1950,239000.0
756.0,378.0,3.0,No,312.0,ALQ,444.0,104.27195617018407,Unf,1940.0,7.191788411337138,TA,8160.0,60.0,0.0,0.0,5,180.20456770406597,1940,1950,126000.0
1056.0,0.0,3.0,No,775.0,BLQ,281.0,126.48448355758627,Unf,1968.0,7.117310838926907,TA,8450.0,65.0,0.0,85.0,5,231.08203596173448,1968,1968,142000.0
1344.0,0.0,3.0,Gd,1309.0,GLQ,35.0,273.76388907137317,Fin,1997.0,7.369486351252655,TA,7060.0,78.0,200.0,0.0,7,276.4395923503307,1997,1998,206300.0
1602.0,0.0,3.0,No,1246.0,ALQ,356.0,198.7220640336378,Fin,1977.0,7.553349822323269,Gd,16635.0,69.0,126.0,0.0,6,314.9428595352734,1977,2000,215000.0
988.0,0.0,2.0,No,0.0,Unf,988.0,195.96302762885824,RFn,1954.0,7.047777847827284,TA,21750.0,100.0,0.0,0.0,5,219.92279918217494,1954,1954,113000.0
1470.0,0.0,4.0,No,986.0,GLQ,484.0,248.47761491685856,Unf,1998.0,8.073501298857355,Gd,9200.0,80.0,473.0,66.0,8,295.46375534063526,1998,1998,315000.0
1196.0,0.0,2.0,No,616.0,LwQ,580.0,124.10131564422858,RFn,1956.0,7.247442878417522,TA,9000.0,72.0,74.0,44.0,6,253.4869070840761,1956,1956,139000.0
707.0,682.0,3.0,No,0.0,Unf,651.0,104.27195617018407,Unf,1947.0,7.403953969961856,TA,3378.0,60.0,0.0,0.0,7,161.20596810076646,1946,1992,135000.0
1644.0,0.0,2.0,Gd,1518.0,GLQ,0.0,210.8800043741172,Fin,1989.0,7.580463930743578,Gd,12800.0,69.0,145.0,0.0,7,302.5978487835983,1989,1989,275000.0
907.0,0.0,3.0,No,288.0,Rec,619.0,142.56230808809255,Unf,1964.0,6.958460696327018,TA,8593.0,77.0,0.0,0.0,4,206.36462882095364,1957,1957,109008.0
1208.0,0.0,2.0,No,664.0,GLQ,544.0,228.52436592856031,RFn,2007.0,7.257882834220395,Gd,6762.0,64.0,108.0,54.0,7,255.37448954002707,2007,2007,195400.0
1412.0,0.0,3.0,Mn,1005.0,GLQ,387.0,212.99080686304876,Unf,1988.0,7.421144576785771,Gd,11457.0,130.0,0.0,0.0,6,283.7395411886211,1988,1988,175000.0
483.0,504.0,2.0,No,387.0,ALQ,96.0,112.71848151889007,Unf,1971.0,7.046720195295275,TA,1680.0,21.0,232.0,0.0,6,129.01987545331545,1971,1971,85400.0
1088.0,110.0,4.0,No,0.0,Unf,901.0,0.0,Unf,1980.0,7.249190079299338,TA,5586.0,60.0,0.0,98.0,6,205.34803505213702,1920,1998,79900.0
765.0,600.0,2.0,No,471.0,ALQ,294.0,171.01884976582272,Unf,1971.0,7.385711708662814,TA,1920.0,24.0,376.0,36.0,5,181.7997790198386,1971,1971,122500.0
926.0,678.0,3.0,No,0.0,Unf,926.0,180.46555919132814,Fin,1997.0,7.554656905202453,TA,10839.0,100.0,0.0,36.0,6,209.57234988967645,1997,1998,181000.0
630.0,0.0,1.0,Av,495.0,ALQ,135.0,0.0,Unf,1980.0,6.578486805914263,TA,1890.0,21.0,0.0,0.0,4,157.31325901777825,1972,1972,81000.0
827.0,834.0,3.0,Av,385.0,GLQ,70.0,205.12578155007614,RFn,1996.0,7.591243492830488,Gd,10667.0,43.0,0.0,61.0,7,187.7826171993488,1996,1996,212000.0
734.0,0.0,2.0,No,0.0,Unf,648.0,171.01884976582272,Unf,1990.0,7.176934928600124,TA,4400.0,40.0,0.0,0.0,6,160.65189494171767,1920,1950,116000.0
904.0,0.0,2.0,No,0.0,Unf,884.0,82.40481040341002,Unf,1926.0,6.955002290886059,TA,6000.0,50.0,0.0,0.0,6,202.45803946690316,1926,2004,119000.0
694.0,0.0,3.0,No,365.0,LwQ,75.0,142.56230808809255,Unf,1990.0,6.679282609236852,Gd,4280.0,40.0,0.0,0.0,5,120.33682508185457,1913,2002,90350.0
684.0,512.0,3.0,Mn,0.0,Unf,684.0,198.41594370446313,Unf,2005.0,7.247442878417522,Gd,12354.0,67.0,0.0,46.0,6,167.2576741906634,1920,2000,110000.0
2402.0,0.0,2.0,Gd,1767.0,GLQ,788.0,241.4791565063867,Fin,2008.0,7.978230499373593,Ex,15431.0,105.0,200.0,72.0,10,513.159684836436,2008,2008,555000.0
1440.0,0.0,4.0,No,133.0,ALQ,1307.0,0.0,Unf,1980.0,7.441700574035787,Fa,12108.0,92.0,270.0,0.0,4,290.9741175780352,1955,1955,118000.0
1128.0,445.0,3.0,No,0.0,Unf,1078.0,145.20043925220284,Unf,1930.0,7.534212718209626,TA,6240.0,52.0,0.0,0.0,5,234.65183465968585,1930,1992,162900.0
1258.0,0.0,2.0,Av,0.0,Unf,1258.0,234.433423201501,Fin,2007.0,7.300301198917356,Gd,3922.0,53.0,72.0,16.0,7,263.1875226797687,2006,2007,172500.0
933.0,975.0,4.0,No,642.0,GLQ,273.0,187.63109183053555,Unf,1994.0,7.736578069081035,Gd,8750.0,70.0,0.0,133.0,7,207.71736364572726,1994,1995,210000.0
1689.0,0.0,3.0,No,0.0,Unf,1436.0,183.58894020794867,Unf,1956.0,7.60876131605653,TA,9855.0,73.0,0.0,0.0,6,290.373664926025,1956,1956,127500.0
1888.0,0.0,2.0,No,247.0,Unf,557.0,213.5930035032791,Fin,1966.0,7.725526933545175,Gd,16492.0,137.0,0.0,0.0,6,302.4498276909533,1966,2002,190000.0
956.0,930.0,3.0,No,0.0,Unf,930.0,168.16146718043177,Fin,1998.0,7.724415428706932,Gd,11214.0,69.0,0.0,0.0,7,210.2454630956467,1998,1999,199900.0
780.0,596.0,3.0,No,0.0,Unf,780.0,89.09152081431868,Unf,1937.0,7.394111983183776,TA,8600.0,50.0,0.0,0.0,6,184.44763921339836,1937,1950,119500.0
679.0,504.0,2.0,No,331.0,ALQ,318.0,127.84165049337814,Unf,1981.0,7.2360148089284,TA,6000.0,50.0,0.0,176.0,3,160.83666018299112,1948,2002,120000.0
813.0,0.0,2.0,No,0.0,Unf,813.0,114.8071154443438,Unf,1932.0,6.844288646214256,Gd,5684.0,70.0,0.0,113.0,6,190.22673934129543,1930,2005,110000.0
1533.0,0.0,2.0,Gd,655.0,ALQ,878.0,212.99080686304876,Unf,1975.0,7.5072333267638625,Gd,70761.0,62.0,0.0,54.0,7,304.815125365802,1975,1975,280000.0
888.0,868.0,3.0,No,742.0,ALQ,130.0,165.29282599903672,Fin,1996.0,7.649534374590318,TA,9303.0,69.0,42.0,122.0,6,200.4093138542604,1996,1997,204000.0
786.0,0.0,3.0,No,0.0,Unf,768.0,242.64879526410587,RFn,2008.0,7.545473109724071,Gd,9000.0,75.0,0.0,30.0,8,182.33042647886097,2008,2008,210000.0
1728.0,0.0,4.0,No,1606.0,ALQ,122.0,208.15890770922698,Unf,1976.0,7.632686177397187,TA,9297.0,63.0,0.0,0.0,5,333.1491426586992,1976,1976,188000.0
1242.0,0.0,3.0,No,916.0,ALQ,326.0,198.41594370446313,Unf,1973.0,7.286912407701082,TA,9600.0,80.0,320.0,0.0,7,260.69631576262674,1973,1973,175500.0
624.0,720.0,4.0,No,0.0,Unf,624.0,193.81089029400167,Unf,1916.0,7.369486351252655,TA,4571.0,34.0,0.0,0.0,5,156.1948749337287,1916,1950,98000.0
1663.0,0.0,2.0,Gd,1116.0,BLQ,248.0,198.7220640336378,Unf,1954.0,7.5925044623689075,Gd,53227.0,69.0,0.0,137.0,4,279.48936669171127,1954,1994,256000.0
833.0,833.0,3.0,No,0.0,Unf,588.0,99.98970829239325,Unf,1925.0,7.594393093980503,Gd,5100.0,69.0,0.0,63.0,8,149.42436498725502,1925,1996,161000.0
979.0,224.0,3.0,No,185.0,LwQ,524.0,142.56230808809255,Unf,1950.0,7.25354543221023,Gd,7015.0,69.0,161.0,0.0,5,171.79165689426,1950,1950,110000.0
832.0,1103.0,3.0,No,544.0,GLQ,288.0,205.7332322699063,Fin,2009.0,7.75131589034177,TA,8004.0,75.0,110.0,150.0,8,193.52628756494963,2009,2009,263435.0
575.0,560.0,3.0,No,350.0,ALQ,0.0,212.99080686304876,RFn,1971.0,7.1927098269884215,Gd,7200.0,60.0,0.0,0.0,7,144.0834583304478,1936,2007,155000.0
864.0,0.0,3.0,No,553.0,Rec,0.0,145.20043925220284,Unf,1965.0,6.907767928522536,TA,8281.0,60.0,0.0,0.0,5,199.03941211625244,1965,1965,62383.0
849.0,811.0,3.0,No,326.0,LwQ,389.0,104.27195617018407,Unf,1939.0,7.590612442166708,TA,11988.0,74.0,0.0,0.0,6,172.8735660293983,1934,1995,188700.0
1040.0,0.0,3.0,No,616.0,Rec,424.0,0.0,Unf,1980.0,7.101359029425204,TA,8430.0,60.0,136.0,0.0,5,228.4736308825091,1978,1978,124000.0
1414.0,0.0,2.0,No,0.0,Unf,1375.0,157.58586039046082,Fin,2004.0,7.422626238475503,Gd,3072.0,69.0,18.0,20.0,7,281.1617668144407,2004,2004,178740.0
1277.0,0.0,2.0,Gd,778.0,GLQ,499.0,197.8033750793214,Unf,1970.0,7.315982326307979,TA,10628.0,85.0,0.0,0.0,7,266.1351258213579,1970,1970,167000.0
888.0,0.0,3.0,No,386.0,LwQ,342.0,129.1955054614332,Unf,1942.0,7.580463930743578,Gd,9480.0,79.0,224.0,0.0,5,175.20962109758509,1942,1995,146500.0
1634.0,0.0,3.0,No,0.0,Unf,1626.0,296.84715853113073,Unf,2006.0,7.574071150274157,Gd,11428.0,98.0,248.0,44.0,8,318.4387109439986,2006,2006,250000.0
832.0,878.0,3.0,No,426.0,GLQ,406.0,191.65321376753505,RFn,1993.0,7.621711330764393,Gd,9291.0,76.0,120.0,70.0,6,193.52628756494963,1993,1993,187000.0
1502.0,0.0,1.0,Av,368.0,GLQ,0.0,198.41594370446313,RFn,1985.0,7.485838712202475,Gd,6820.0,69.0,0.0,54.0,8,298.1460580492718,1985,1985,212000.0
1161.0,808.0,3.0,No,0.0,Unf,808.0,200.2510356143257,RFn,1977.0,7.769586621747202,TA,11952.0,92.0,0.0,0.0,7,189.3551083412071,1977,1977,190000.0
1072.0,0.0,2.0,Gd,459.0,Unf,88.0,197.49692629035567,Unf,2005.0,7.133024263597422,TA,3675.0,35.0,80.0,28.0,6,141.58018217288557,2005,2005,148000.0
1976.0,0.0,2.0,Gd,1350.0,Unf,626.0,308.50905246312,RFn,2006.0,7.773309304598541,Gd,14977.0,110.0,304.0,63.0,8,368.0084466689313,2006,2007,440000.0
1652.0,0.0,2.0,Av,1196.0,GLQ,298.0,189.48990701254945,RFn,2000.0,7.585550395373072,Ex,5330.0,41.0,0.0,48.0,8,299.03827493204705,2000,2000,251000.0
970.0,0.0,2.0,No,630.0,GLQ,340.0,227.3383286074287,Unf,1996.0,7.028575322673516,TA,8480.0,80.0,0.0,24.0,5,216.93574820480453,1963,1963,132500.0
1493.0,0.0,3.0,Gd,994.0,GLQ,484.0,192.2702632556991,Fin,1997.0,7.479545140898534,Gd,13125.0,75.0,215.0,39.0,6,296.65694130928097,1997,1998,208900.0
2069.0,574.0,3.0,Av,0.0,Unf,2153.0,247.8961676330959,Fin,2006.0,8.078683156588388,Ex,13693.0,105.0,772.0,84.0,9,392.18941453064946,2006,2006,380000.0
1718.0,0.0,3.0,Gd,1288.0,GLQ,417.0,285.64105709574244,RFn,2007.0,7.626603144082591,Gd,10637.0,79.0,336.0,44.0,8,329.85232348308836,2007,2008,297000.0
1131.0,0.0,3.0,No,168.0,Rec,739.0,241.4791565063867,Unf,1995.0,7.189019312089718,TA,5925.0,50.0,435.0,72.0,4,206.36462882095364,1937,2000,89471.0
